  -7.2005955e-01  -1.4781476e+00  -1.8245752e-01
  -1.3787055e-01  -1.4781476e+00  -2.4008873e-01
   6.1169778e-01  -1.4781476e+00  -2.7466745e-01
   3.3370254e-01  -1.4359420e+00  -3.3383550e-01
  -5.1415486e-02  -1.4528242e+00  -2.9249471e-01
  -3.5525992e-01  -1.4629535e+00  -4.9821508e-01
  -4.6479296e-01  -1.3846199e+00  -6.4085771e-01
  -5.3051279e-01  -1.2954142e+00  -7.2644328e-01
  -6.4271831e-01  -1.1574795e+00  -7.7779463e-01
  -4.1894712e-01  -1.1169243e+00  -8.2781584e-01
  -4.3023165e-01  -1.0503856e+00  -8.7703897e-01
  -1.0952106e-01  -8.8384556e-01  -8.8736245e-01
  -1.3541558e-01  -2.4220667e-02  -9.1276693e-01
  -1.8733911e-01   3.6493746e-01  -9.0879922e-01
  -3.6559162e-02   4.7181552e-01  -9.0641860e-01
  -1.8864818e-02   6.2035357e-01  -8.2814861e-01
   6.4525413e-02   5.8285958e-01  -7.4276580e-01
   3.3288043e-01   5.1815759e-01  -7.6837774e-01
   5.3028025e-01   5.2154200e-01  -7.8374490e-01
   5.7594651e-01   4.8136704e-01  -7.9296519e-01
   8.9444077e-01   4.5726206e-01  -8.3691818e-01
   1.5949527e+00   6.9603270e-01  -8.2486916e-01
   1.8333258e+00   7.1267827e-01  -8.3685016e-01
   1.5397079e+00   7.2266561e-01  -8.4403875e-01
   1.8729525e+00   7.7086362e-01  -8.2914151e-01
   2.4731543e+00   8.4198803e-01  -8.3941356e-01
   2.2510863e+00   8.0025147e-01  -7.4952478e-01
   1.4992697e+00   9.4403194e-01  -6.7638110e-01
   9.0263250e-01   1.0303002e+00  -5.9407409e-01
   5.4465018e-01   1.2086780e+00  -4.4863786e-01
   4.0263441e-01   1.1890879e+00  -2.2690330e-01
   3.9019858e-01   1.0507170e+00   2.1894541e-03
   2.3718982e-01   1.0521056e+00   3.3174915e-01
   3.2731864e-01   9.6852764e-01   8.3685142e-01
   7.0887723e-01   7.9176403e-01   1.3896480e+00
   5.7394427e-01   6.8570586e-01   1.7597468e+00
   1.2911637e-01   7.4868777e-01   1.8857541e+00
  -1.3778038e-01   9.5529933e-01   1.8460960e+00
  -3.7069205e-01   1.3747055e+00   1.7454595e+00
  -5.4682586e-01   1.1620875e+00   1.6658672e+00
  -5.4334571e-01   9.5010558e-01   1.5796911e+00
  -6.5041806e-01   8.6512199e-01   1.4319333e+00
  -6.4188784e-01   4.3428141e-01   1.4009099e+00
  -6.7315653e-01  -2.0407337e-01   1.3246647e+00
  -5.8275730e-01  -5.4488063e-01   1.2020759e+00
  -6.7406501e-01  -7.9157059e-01   1.2822058e+00
  -8.3801008e-01  -8.9737897e-01   1.2534422e+00
  -1.0091507e+00  -7.9204158e-01   1.1017112e+00
  -1.2209956e+00  -7.2883914e-01   7.2251654e-01
  -1.3844893e+00  -9.0194570e-01   4.1815813e-01
  -1.5189723e+00  -1.0902208e+00   1.3949106e-01
  -1.3449545e+00  -1.2453915e+00   6.8342844e-02
  -1.1677701e+00  -1.2962883e+00  -8.9608511e-02
  -4.4288371e-01  -1.3268264e+00  -2.2280013e-01
   7.5617120e-01  -1.3873549e+00  -3.0271510e-01
